content,content_source,source_id,sentiment_label,auto_related
评论都很满意名爵ZS腿部空间大。,auto_home,d9049df57161b25f0326c4bcfda38450_6,1,
现在用的疝气呢，纠结LED，有的人说散光不如疝气呢，纠结,auto_home,4649cf0c526549dc8791c83244dd8175_5,0,
喜欢这款车的厚重的车头设计，和简约的肌肉线,auto_home,6498,1,
   作为一个摄影师，而且是身处在宋城的！一年到头，来这边拍婚纱照的人络绎不绝，的确很少有时间给自己放空一下！    而自己本身就是一个爱好旅游的人，以前一直都有一个想法，看看能不能边旅游，边拍照片，边写一些游记，靠着稿费来养活自己，而理想和现实之间往往差距还是挺大的！  虽然大情怀的理想没有实现，但是小愿望确实提前完成了！就在这个高温连续刷新记录的夏天，我受朋友邀约去体验一场试驾，到了后发现，此车正是被朋友传说了好久的宋DM——宋大美！    关注她很久了，之前同事买了一辆，特意去体验了一下加速快感，非常不错！如今再次近距离相处，很有那种历经千山万水把女神追到手的荣幸。    工作虽忙碌，但也要有属于远方的生活！择日不如撞日，那就趁着这次被邀请，与朋友开着宋大美一起去莫干山吧！去感受那山中“阵阵微风吹动松涛“的诗情画意！ 我心中也有思念的人儿啊，奈何一直未敢表白！ 不过我相信，终有一天，我会再回来一次，带着她去看看属于真正意义上秋天的枫叶！ PS：此文全由“网红”哥们摄影+写字+P图，本人只负责发布。如要转载，请提前联系。,auto_home,566c34665402d6e02b71011044b8850b,1,
好喜欢的车子！,auto_home,3fdefaa1476bfa9441befc9cd1fe527c_51,1,
看我新发的帖子，这问题我出现过，我现在好了，我发现这主要集中在1.8这个发动机上！,auto_home,681e243bfc0dfa83d74beadbdcee8147_24,0-1,
车有点脏，洗干净这颜色，自己换刹车片很容易。,auto_home,116b5a9a5b324e104d6352d373c208a1_8,0,
3月底加达大昌订车，前天已退订,auto_home,3eba59b7007355a1f6e354366a8d53f1_4,0,
博越也是越野派哦！没问题的！欢迎互相学习,auto_home,6fe151a00cf2460d3546ec35b8217824_71,1,
小红真心是很不错啊，这个车型也是很吸引到我,auto_home,29448af452adeffbaedc0212a275170a_53,1,
"其实订荣威RX5混动版之前，我就在荣威RX5混动版和宝马X1之间徘徊了很久，最初我打心眼倾向BMW，宝马上半年没车，各种加价强奸，结果被老婆骂了一顿，冷静了，初衷只是想换辆好点的新能源车，想想还是回到荣威了，这车目前来看对得起这价格，主打性价比和家庭实用性的。但是还忍不住的说一下宝马X1,前几天跟宝马X1亲密的接触了一次，试驾了X1插电式混动半个小时，操控悬挂发动机介入各方面感觉还是领先rx5一个档次的，可是想想价格想想15万左右的差价，觉得狠不下心。。。不过，土豪车友就例外了。在外形设计方面，荣威RX5混动版的设计更加时尚运动，越野格调十足。看车时，老婆嫌宝马有点阴柔，说不适合家里的风格，更嫌弃宝马被贴上了奢侈品和暴发户的隐性标签，不喜欢…交订单之后现在坐等提车！",auto_home,8551,cmp,
右后轮刹车泵去年就有一点小问题，一直没管，昨天开始有抱死现象，起步犹如拉了手刹，低速动力明显下降，空挡滑行距离短，今天到修理厂解决问题。等配件时间较长，昨天电话联系的时候，我以为只有一个有问题，只叫老板带了一个。弄好后，顺便清洗了下节气门，较脏。搞好了后，车子明显起步比以前好些，又恢复到了很好开的境界！,auto_home,3ffe8ed8c1924f682cad72b412402f5c,1,
比我的小北汽还低的油耗,auto_home,63ba950fe7060044114369baff543d3f_502,1,
博越，上半年国家质检总局投诉量，国产品牌第一，所有品牌排第三,auto_home,3cbdae4c5a4b20e723816a6df433f4c5_47,1,
地板油就是，猛的一下将油门踏板踩到底。,auto_home,7c0d486f13eb2368394ad69e72d9de6b_6,0,
可以2000转以下换挡，但是动力就变差，而且会让你的发动机很憋屈，2000转是个万金油转速，兼顾油耗和动力，别的车也一样,auto_home,64d65b029800e8a4f814d4a9017a30c5_42,-1,
市区8.2油耗受不了？那还是别开车了，骑电动车,auto_home,1bba27d878fb734f6a281f863cfb775a_13,0,
去MG逛的时候其实没有很明确的目的，第一次去，只是对这个外观很满意，很有动力感，然后听销售员仔细介绍了这款车的配置、优点及好处，&nbsp;再回去以后自己在网上查了一下资料，对比了一下价格，第二次去就直接提车了,auto_home,71290ebebaceb5c1a791f58606ed937d,1,
幸福的一家！有博越的陪伴！,auto_home,176afc74f6c4421d55a5fd8b963bc77a_8,1,
真好！孝心感动人，GS美化人！,auto_home,5afcfeed00d1c9fc6d1327d2f7f49d70_634,1,
现代的某一款吧～,auto_home,7f9bfb02d75ec8486743cb88364dbe61_1,0,
（荣威俱乐部、荣威爱车）本人购买的是30T两驱，其实隔音已经很到位，比起20T试驾车好上很多，当时试驾20T互联版试驾车的时候发动机的咆哮声和后排隔音真的不满意，当时这方面还让我犹豫过要不要买这车，但是出于这车的喜爱，咬牙加钱从20T互联版换到了30T互联版。历经三个多月终于提车了，发现隔音还是不错的，包括在做隔音的时候施工师傅也说这车比同价位隔音做的好，贴中也有图片让大家看到这车的出厂隔音部分。我知道大家肯定很关心做后这车整体效果怎么样，下面给大家说下整体效果，有效部分：1、四个车门是我这次最满意的部分了，隔音比原车好上一个档次，而且增加了车门的厚重感，关门声也不觉得车门轻，声音也不错，所以车门是我最建议大家做的部分，单独做并不贵。2、后备箱也是我建议大家做的部分，整车前面整体已经有很大的海绵隔音，贴中有照片介绍，当你打开备胎槽，可以发现除了槽盖有隔音处理，没有一点措施，光秃秃的车底板一块...所以后备箱绝对是要做的。在这里建议大家只做四门和后备箱就行了，让我重新选择的话我只会做这两个位置，其他位置基本效果不大甚至是无效的，新手不懂呀...效果稍微改善部分：1、引擎盖和U型槽，这两个部分个人建议30T车主不用做，20T车主做自己感受做吧。我的车除刚启动抬速声较大，正常行驶基本可以忽略或接受的。2、车底板，车底板效果我因为材料有多，贴了两层止振、两层棉，效果有但是可以不做，这个要撬旁边的边工程量大，而且不懂不仔细会破坏原车的卡子，大家可以不用做。无效部分：叶子板，这车整个噪音全是来自止振器和胎噪。我这边可能施工问题或者说这车设计原因，安装起来没有效果。这车拆下叶子板，前双轮拆了叶子板上面全是空的直通发动机舱，除了两边可以贴三合一棉没有位置可以贴，而且贴的位置太小，根本起不了效果，后面也是差不多情况。四个叶子板建议大家不要做，拆起来难还没有效果。本人全贴回顾：第一篇提车贴地址：<a href,auto_home,6178,,0.0
观致的车没开过，没法评价。不过感觉同样是国产车价格不低。再一个这个车销量不行，以后带来的问题就是维修保养配件不好弄，再有就是市场接受度不高，保值率肯定低。,auto_home,15eed199b22191772964118e5bdfa984_20,-1,
同事卡罗拉发动机出过2次问题，最快只能开40公里开了2天，朗逸，后刹车灯换一个坏一个，最后的解决方法是不管了，玻璃升降器换过n次了，总坏，这些都是自费修。。。 我的旗云2没修过车，除了烂路有异响，可靠性巨流弊， 当然，什么事情都有偶然性，我不是说奇瑞车没问题，只要保修能弄好就行了，大件对得起这个价，适合不贪个头大，不在乎内饰，注重性价比的买家，油耗，跟两田次还是差点，但是在国产车中应该是最好的了，稍微堵点，比最美省1个多油到2个油吧,auto_home,29a83be032626d9d557ee8b597f7fd6d_13,cmp,
我今天问了厂家，说RX5就是这么设计的，熄火后风扇就不工作了，我说那为什么怠速时风扇工作的，熄火就不工作了？而且熄火后马上再发动就又工作了？说明熄火后的温度还是达到风扇工作的条件的。客服就不回答了，只是一个劲的说就是这样设计的，还说550设计熄火后风扇会继续工作一段时间。而且RX5的风扇对着吹的位置是排气管，吹不到涡轮那里，这个设计我也是醉了！,auto_home,74988a51fccee0b15df0251178c3865b_25,-1,
恭喜恭喜！我买的新h6。真心漂亮舒适！,auto_home,607c527b3737d31112b2b8fe201139db_234,1,
买车？我还没试过怎么知道好坏？ 最近就想体验名爵ZS，问了租车公司没有这款新车，伤透了小年轻我的心啊 于是我决定去4S试驾，最后去的东安路安吉汽车广场，凭驾照登记，办完试驾手续后，我领到了车钥匙。 试驾车两边都贴着广告，在这里我要感慨一下。之前租车还有EVcard，都是开贴成电话和标语的广告车，这次又是车子没贴膜，还有广告，总之上街回头率好高。目前跟这种广告车有缘，看样子我要努力买辆车了，以后开自己的车子，告别贴着电话和地址的汽车。 试驾前4S店的接待人员简单为我介绍了ZS，可介绍归介绍，实践才能出真知，所以我迫不得的打开车门，坐在车里打量一番。 先说屏幕，ZS的屏幕比大的小，比小的大，看地图够用了。ZS导航可以让我使用百度地图一样搜索目的地，对于哪地方拥堵会标成黄色，体验一番我发现，走错路后斑马也能即时更新一条新的线路，这个互联网导航很赞。 试驾下来，我发现一个缺点就是斑马有点“抠”，打个比方，沪金高速剑川路路口上来，行驶一段后会有一个5元的过路费，斑马没有帮我导航出这条路，在上海市内呈现出来的都是免费线路。但实话说，走高速其实会快一点节省时间。这个其他用户可以尝试一下，我凭一次试驾做出这样的判定也不准确。 斑马系统很好玩，“对于“我冷了、我热了、我想打开天窗、我想关闭空调、我想听音乐”这种要求，斑马可以立刻满足要求。而调戏斑马一番，对于“斑马，快哄我开心”这样的调戏，斑马立刻傻掉，哈哈。 ZS有我特别喜欢的地方！！ 第一满足我特别能喝水的爱好，出门在外大家一般买500ml的矿泉水，而我会买1.5L的大瓶。以前我开过的那些汽车一般都放不下大瓶矿泉水，而ZS令我好感动，轻轻松松放下大瓶水。 第二是满足我平放手机的需求。之前开的任何车子，开启导航的时候，我都是把手机侧放在小槽槽里，而名爵ZS竟然可以平放在车里。 第三是满足我放交通卡、高速公路过路卡的需求，卡槽很大，很深。 我试车的这天特别热，一声“你好，斑马，打开空调”，风呼的一下就来了。“斑马，温度再低一点”，事实证明，这“斑马”很听话。 陪我来试车的朋友看得很欢乐，对着斑马发声控命令，无果。据说斑马只听主驾司机的吩咐~~~我简直要为听话的斑马赞一下。 听话得孩子有人要，下次我要把小Z带回家，见爸妈！,auto_home,647ffed660dc39f090e26c55a129dab9,1,
我也是手豪我有2个问题，第一楼主你提车的时候有没有纸质的保养手册，我居然没有叫我去下载电子版，第2我发现热车的时候转速才600多点，就是500-750那格的中间，那时候车子有抖动，冷车转速高反而不抖，开空调也上升到750转也不抖，去4S店技术员说他们没办法调怠速，这就不爽了。,auto_home,b3dd7732b85bcc76accb4dbabc503cb0_317,-1,
检查油路，供油不畅。喷油嘴，油压调节阀，汽油滤芯，油泵，慢慢查，或者去修理厂连电脑看看有没有故障码,auto_home,77582962ea660e335644bfc6148ba259_3,0,
车身尺寸很符合我的口味，开起来挺舒服的。,auto_home,310328083b3892633ee4a04f3b3d8d4a_60,1,
GL有语音控制没，像博越那种，人机交互系统,auto_home,2a69616b62b4186a70120b01d20e1614_272,0,
不知道操控性如何，rx5的外观倒是很时尚的,auto_home,2290,1,
正如兄台所说， 昨天在4S呆了一个下午， 把发动机机脚换了，变速箱机脚换了。 共振引起车身有声响的声响消除， 但还是感觉到抖动，又打了半个小时积炭。 还是没有办法消除。 刚才4S刚才来电话说，昨天把资料传给上海总部，今天回复还是因为油品不好， 叫我有空过去免费清洗油路 再打积炭， 老天，我才5000公里，哪来这么多积炭， 那其他车还活不活啊？,auto_home,1a2decae2b04ada0faf253798e3a3520_121,-1,
买白色的车越来越多了，我也喜欢这种珍珠白。,auto_home,760137e93450c242e879d063e7c79ff4_44,1,
RX5，可选的颜色太少了，就是五个颜色，唉，你这个改色，挺好看的，,auto_home,11703763ab6e2c5ea0cd80879faeceec_28,,0.0
车子停住后把刹车再往下踩一下，这个坡道起步辅助功能就会启动，松了刹车后大概有3至5秒的时间车子不会溜车，直接踩油门起步就行了。,auto_home,6a26edcd0a644b05e63d18c8b863c613_23,0,
车子不是人，人有病还能自愈，车子坏了能自愈？我只说我们群里的，我不是一棍子打死一群！你懂我们换个变速箱要4.7W感受不,auto_home,18b75253a784718415dd5f22816108df_2,ns,
一般先验车再交钱，发票上有车辆信息的，4S店会让先看好车，发票出来就不好更改了。,auto_home,3da15587554e5a296e81a43998dc96c9_3,0,
1.8自动也异响，低速时候只要深踩油门就咣当一声，强烈呼吁吉利召回,auto_home,330928f6ed37dc1e7013c1b5f9bb8b7e_108,-1,
不换，领克，没有博越高档,auto_home,6b08027bcb544aebf1249f52c31fd036_6,cmp,
1.5自动豪华，完美,auto_home,6f76ae710a4eca85aefb2f247e3b53ca_1,1,
总体感觉还可以，动力方面稍差点。爬坡爬不动,auto_home,7bb389742fff440a983f49687c180c50_15,1,
发动机支架也检查下，有可能也坏了，我的两个都换了。效果太明显了。,auto_home,76b3a8c0604ed646778a379caf35505f_12,-1,
2.4比较好，老提示胎压不足，可能是慢撒气。,auto_home,16e33f8ab154b88333ca3ea24cb4dbe8_1,0,
在说虎子之前，先介绍一下本人。本人现在芳龄三八，想了一下，现在还属于比较美的年纪呢，哈哈哈。好多年之前就已经拿到驾照了，买车的计划起码已经有五年之久了，无奈中间各种原因耽搁了，最大的祸首就是没钱，不怕大家笑话啊，以前比较喜欢小赌，一年到头什么都放在赌桌上了。直到后来成家立业，找了一份正经的工作，这才将生活拉向了正轨。后来今年就有了买车的计划，买车这件事还得益于家里的帮助。 至于选车的品牌，也是经过很多的对比，什么吉利，观致，都看过，在论坛上看图片，打听价格，了解得差不多的时候带着老婆去4S店看了实车，老婆也被吸引了，被尾部的设计感打动了，最主要最重要的是优惠的力度还挺大的。看中之后经过几天的奔走，正好有团购活动，中间还有抽奖环节，于是参加了活动之后，就定了车。现在已经提车大半个月了，这几天刚刚把牌照上好。有车之后觉得自己年轻了不少，好像一瞬间回到二十多岁，回到青春时期那个勇敢的什么都不怕的自己。等不及了，先给你们看图吧，希望未来的日子，虎子陪全家一起躁动起来。,auto_home,3b0823da07afd27cca4042f1300518a5,1,
多少钱啊，我也喜欢蓝底黑顶的,auto_home,6cc70f90a6744a8dd4bef4677cefd644_2,1,
四月份买了一辆博越手动智联黑色的，这么久，看到了很多博越，但都是白色的，回头再看看自己的车，好想也要一辆白色的博越，黑色的大气是大气，但总感觉很孤单呀??,auto_home,3b80e0f4faed61ff2f536b7c21ec59af,1,
荣威360真的很不错，确实省油,auto_home,5b2922ca1de1141bd30df94c6f5dc6b4_2,1,
为啥停车下车时打开车门四角转向灯不会亮。。。求解,auto_home,11caada0f26edafdaa79052b55bd14bd,-1,
湖北 14款 自动价值 只行驶3.6W公里   车况很好,auto_home,19eea1f6de33bb8dde1ec78ea9eb2fc0_33,1,
这款车的外观、配置、空间都非常让我心动，只不过比较担心这款车的动力，不知道动力如何,auto_home,47ad7c39a88646d1b54c251a423654df_5,1,
夏天己到，我们这已经有30度以上的天气，三儿的空调大家也晓得，不怎么给力，看大家的办法不外乎上四通阀和包管，我去年八月才提的车，四通阀怕影响保修，就搞了个最简单的包管。具体看图,auto_home,16fe7473effd5390eb23ed2769b4c513,0,
不靠抄袭的汽车商 荣威真的挺不错 这车也很好看 看好荣威,auto_home,4615,1,
虽然在网上一直关注着i6，但是我的本意是不想这么早入手的，因为我觉得新车上市嘛，虽然品牌宣传铺垫盖地，都是在说这车哪儿哪儿都好，但是毕竟还没经过市场的真实考验，究竟有没有他说的那么好，谁也不知道！可我在坚持了三个月之后还是忍不住去把她带回了家。虽然还是很仓促，但是经过这几个月的观察这车卖的很火，所以，，，国人的通病-从众！提车到现在差不多也有一个月了，就想着跟大家分享分享，我买的是1.5T互联网智享版（￥126800）我们先从外观来说吧，他的外观至少是让我觉得很满意，很时尚，这也许跟他0.25的最低风阻系数有关吧，看着有一种轿跑的感觉。至于它的内饰中规中矩跟之前的RX5没什么变化，整个仪表台看过去，你会发现她10.4英寸的互联网大屏特别显眼，（因为除了那个大屏也确实没什么说的呢??）而这个互联网的语音控制，在线地图，手机互联，还有他上面的配置不可谓是不丰富啊。说完了好的就来说说我自己发现的不好的，1.5T的蓝芯发动机是好，但是没有配一个很好的变速箱（自认为）7速的双离合变速箱带来的后果就是车子的顿挫感还是很明显的，不过她的动力确实没话说，还有就是这车的门边挡水条有一点脱胶，看着有一个缝，可能是我看的太仔细了吧??废话不多说，直接上图 不知年代的老火车。。。。。 感受着它的历史文化，听它诉说前人的伟大 清凌凌的水蓝莹莹的天还有那一抹靓丽的红 总体来说我的小情人还是令我满意的，期待我们能越来越有默契，早日达到人车合一????,auto_home,3dc721abf9f5a4de11011b3ca2b95bc3,1,
我的是20-25码左右呜呜声严重，平稳加速和急加速差不多。当车子在1800-2000转速区间时急加速共振严重。原因确实还没找到。,auto_home,757772128cc8f6bffbe5d7d58a170784_5,-1,
我也是世博版，1.8L，11年中买的。开了10w公里了，当时落地15w，现在又买了辆新车，mg也的确舍不得出，正常保养没啥大毛病，动力是稍差点，底盘还是一如既往的稳，越开越喜欢，我就不明白，mg后面出的车怎么越来越难看呢?当初同配置比荣威是要贵1w左右。,auto_home,1e0050ee4c95509f9ce74a6a1b2c8d39_169,cmp,
"还可以,希望以后荣威的轿车,有一款能超过1万辆",auto_home,665fb7e7d60b070931053b8c96c94112_7,0,
先不说落地半价，两年老车，准新车都谈不上，还跑了那么多历程，破万了里程。品牌又差（二手车里面国产属于最差的行列），4万多一点才是正常价格。另外二手车不看配置，300W的大奔S级和80W的大奔S差不了多少。综上，卖车不诚心。另外350在外人眼里新车都不值这个价。,auto_home,466c177bdf1143cfe9687492003a9608_9,-1,
各位车友碰撞预警系统能正常使用吗？我车开了5000公里了都没看到过他提醒。,auto_home,75d1561850592fb3a20e00160a4b81cf,0,
引用: 原帖由 限速180 于 2012-06-09 21:42 发表 这件事情还是要从头说起，在论坛里看到了车友们的经验贴说是老三原车的轮胎螺丝外面的一圈铁壳时间长了会掉，掉了以后轮胎套筒拆不掉轮胎，我就检查了我的轮胎螺丝，发现真的有两颗螺丝掉了外面的铁壳，心想如果是在野外轮胎被扎了那就麻烦了，备胎都换不了，就在万能的淘宝里买了一套所谓轻量化的轮胎螺丝，为了彰显个性，就买了和车身颜色一样的蓝色螺丝，同时还买了4个气门嘴，也是蓝色的，东西发到的那天刚好要去外地，就冲到轮胎店里换了气门嘴和螺丝，气门嘴没问题，发现螺丝拧紧了还能拧动，因为螺丝是锥形的（这是前段时间看论坛的帖子才知道… 哥们你买的比我找到的还要好啊，有垫圈哦，再有是不是吃轮毂了，这就是差别啊，一旦吃大了，容易摔饼子的，就是螺帽脱落，轮胎跑出去了的意思。因为轮毂眼大了。如果高速你就想后果吧。我原来的车皮卡就出现过这个事情啊，想想都后怕啊，再有你多少钱买的？告诉我多谢了！,auto_home,ab2fde9f8682caa42358f36e035427f0_3,,0.0
这么多博越在一起好威武!,auto_home,25760,1,
跑起来感觉确实还不错，也不知是不是心理因素，感觉顿挫感好了很多，加速线性，更有力了，就是那个故障码还没消掉,auto_home,43b9b146542c4cbc91c3af5c4de6067d_9,0,
手动奥迪的好看，没敢尝试,auto_home,7d96125aca212c3c9e6ac65208c9bc38_2,1,
现在的论坛上对于新能源混动荣威ei6的关注度很高啊，从网上看到了这车的片片，不能不说很吸引人，荣威ei6的车型还是一如既往的好看，只不过比原来i6大气的前脸设计，大面积的格栅让车头的视觉效果有拉宽的感觉……这对我们只看颜值的各位朋友来说，非常的诱惑啊。 而且ei6这个在内饰的设计上面也是下了不少的功夫，将传统的挡把设计改成了旋钮式的设计，这个设计创意分我给打个满分，因为我个人是太喜欢这个旋钮式的挡把设计了，看上去科技感爆棚有木有？我还去科普了一下，原来同级车甚至这个同价位的合资车都没有这设计啊，太高逼格啊，完全是完爆其他车啊。 最后ei6还给出这个1.5L的低油耗，虽然官方给出的数据我们一般人呢也许达不到，但是如果在市区哪怕超一半也是非常的省钱啊，哈哈，迫切的想要买了。,auto_home,55974e97c625a9403989f1439a5575b1,1,
我就是看到节气门不好拆才收手的,auto_home,4e74d46dc5b545eafa5750c2681543df_13,0,
"秦100的设计很好看,性能特别好,现场表现太出色",auto_home,6d1bce6cdab5beb4304044479aa84343_188,1,
gs4性价比还成。,auto_home,d3a67a4e56b7bf84a067721a7ac69990_399,1,
其实对于这款车，我真心很喜欢……,auto_home,14c8de2659482e0f23f1c0b3cddbedf8_134,1,
看你怎么开了。其实小排量轿车油耗都差不多，堵车油耗高些，高速底。买车不仅看油耗，还得看车子质量稳定性，毛病多不多。,auto_home,3e76ee406b2d6dabe9ef53c79df66380_13,0,
作为一个比亚迪的忠实粉丝，上次去4S店看了速锐，回去跟家里人商量了下，感觉还可以，准备暑假左右入手了，今天休息，路过4S店，看到了秦100，说实话样子是非常好看的，时尚感不用多说的，整车已冰蓝色为主打色，可以的。,auto_home,150abad68279e6e4bf2bbb24915ccca9,1,
个人建议，自吸可以换半合成（黄壳），更好一点的就蓝壳（比黄壳更好一点的合成机油）。涡轮蓝壳，最好是灰壳（全合成）。车是自己开，保养好点在后面的使用中才会发觉出来这点投入是值得的。,auto_home,19616,0,
你这是自己打自己的脸，就三大件来说，除了发动机，底盘和变速箱都是博越完胜RX5,auto_home,7f5be2c2456ffbe51f70f288a96fb423_624,cmp,
好！（此评论虽然才1个字，但语法严谨，用词工整，结构巧妙，琅琅上口，可谓言简意赅，足见评论人扎实的文字功底，以及信手拈来的写作技巧和巧夺天工的创造能力，令人佩服，并淋漓尽致的描述出了我内心对文章深深的热爱之情，完美的诠释了千言万语只归一个字的至高文学层次，突显了我那非同小般的文学功底，真可谓意境深远，乃是百年难得一见的好评价。再加上回复以感叹号收尾，更是为整个评价添上点睛之笔，在照应全文的同时，也能引发读者灵魂深处的共鸣。可以说，有了这个感叹号后，整个评价在层次上又爬高了另一个层次，其精妙程度令人叹为观止！,auto_home,5a2278724eabf8abadfe7f0d7f8edcb8_106,,0.0
尽快换掉吧，内部尼龙网已经断断裂了，有可能要爆胎！,auto_home,51769f0cd4fe6c3268b3ffe56126b8dc_20,-1,
在我的试用过程中，各方面都挺不错的的,auto_home,21940d284c030df629cf41f66841374d_1,1,
还是干净的名爵ZS更好看一些,auto_home,13ff99b5a903cf5f0383c66aec414f80_21,1,
博越霸气，威武。,auto_home,56b2502c61b7ef4ba02c82443a26b14e_114,1,
朋友们，博越车友欢迎你。,auto_home,203736b46e95906d855680b6c1d909dd_104,0,
胎噪风噪都不是事！！只要不是发动机带来的噪音都不错 ！！ 对噪音这么敏感的话，还是建议去做一个全车隔音 ！！,auto_home,4983b9aa5e9f3ddc235f661486e94f26_3,1,
里面的空间还真是非常大啊，坐起来都是那么舒服,auto_home,292334acb365f91ce0ecacfd7120c12b_23,1,
油耗很低啊，荣威值得信赖,auto_home,218393e8245c9ed0137a6e6bdc4f26dc_124,1,
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;辗转来到深圳这个城市已经八个年头，每天的生活都是两点一线的过着，渐渐的不再有年少的轻狂，不再是内心追逐目标的那个年轻小伙了??。岁月蹉跎，确实是老了，当年来深圳这里一个人，无依无靠，如今买了房，有了自己的家庭，有了我的宝贝，便想买一辆车，不愿让家人再风吹雨淋，开始了我的购车选了好久，还是喜欢我的i6翰墨青??,auto_home,10177ba7c69a48d1c90e95e92e6e1b47,1,
为啥没有见过选装矩阵大灯的车,auto_home,5236,,0.0
看好多帖子说现在很多车子后视镜可以下翻的，要么有这个功能，在要么需要刷出来，问下有人知道3.0t的车有这个功能吗？,auto_home,2906,0,
晕 我们这边给我裸车价11整。 等于优惠8800.,auto_home,17994df28812a2225a5a0e785fd7b904_3,0,
这都几天了，还在提车的喜悦中呢前期看车真是个好烧脑的工程呀，要看配置还要比价格，最主要还是自己口袋里东西不多????，就算有也不能花冤枉钱是吧最终选择荣威rx5&nbsp;，最主要的是它可以远程控制，这要热死的天气里有了这个简直是帅呆啦，准备出门时就可以启动车内空调，等你上车，车内不要太凉爽(⊙o⊙)哦，还有就是它的颜值和互联网大屏,auto_home,5163f892ffb0b8172f2db820d7f314d1,1,
你在哪提？裸车价多少？上路多少,auto_home,1df7062515c7137ce18f870c3bace39a_3,0,
我上个月提的手动挡，感觉很不错提速超车很容易,auto_home,60de24d20fbf7a72ed3b87e3ca57dd51_3,1,
4s太坑，工时费贵不说，机油贵一倍还多。我车两年半了，打算自己外面保养了，某东买机油。,auto_home,53845513771544c75528a16db55f9e55_19,-1,
你们这些开350的，我斗想问问你们的后减震过减速带响不响？？是不是咯吱咯吱的，这是什么情况？,auto_home,5bbf1539ef6ccb483eaeac6d94aeb942_362,0,
我是沈阳的，我在4s换的，主驾的升降玻璃总成，汽配城报价300多不包安装，去了趟4s，件260工时50，一共310，这车保有率太低，汽配城卖的还贵，去4s看看吧,auto_home,2baa00047fd1b4893d26c89df4f1cf8e_4,0,
这车是SUV 底盘高度不够越野标准,auto_home,1151560198c200da0c9e29548b3ff6b0_248,0,
开车高速试下，看看方向有无震动，关掉音响，听听路噪是不是大,auto_home,4bf78b2f5a45b29ceb14ed695484e946_5,0,
的确是好车，我个人觉得把油耗降低一点会更好。（土豪可以无视油耗）,auto_home,27dcab61947906fac02176fed4ccc383_129,1,
是的，红标中配确实是氙气灯，已到店里去看过实车了，销售把大灯打开给我看的，虽然只有25W但是亮度其实可以了，白天看起来都刺眼的。,auto_home,ff9df762a85c0e1e08783b64aa4c2fa0_318,0,
